129.23	131.33	128.64	129.45	39700000
129.45	131.22	128.33	130.6	41630000
130.6	133.59	130.22	132.89	50800000
132.89	135.9	131.89	133	69570000
133	134	131.8	133.7	50770000
133.7	136.68	132.88	135.78	51950000
135.78	137.48	134.01	135.3	55260000
135.3	136.55	134.15	135.88	29490000
135.88	137.02	135.2	136.57	16130000
136.57	137.51	134.36	135.03	36060000
135.03	136.51	134.04	135.33	39750000
135.33	136.76	134.29	135.76	41210000
135.76	137.1	134.61	136.34	28870000
136.34	139.24	135.86	137.97	58710000
137.97	140.32	135.78	138.12	67400000
136.02	136.02	132.3	135.08	92890000
135.08	136.1	131.96	133.06	55350000
133.06	134.76	131.71	133.48	50190000
133.48	135.88	132.79	133.52	48760000
133.52	134.27	131.69	133.29	40890000
133.29	135.25	132.65	133.47	41390000
133.47	135.15	132.44	134.22	39640000
134.22	135.91	133.35	134.77	43260000
134.77	135.86	133.51	134.37	36470000
134.37	135.3	131.26	131.65	41750000
131.65	132.48	129.93	131.36	39190000
131.36	132.08	129.23	130.26	39880000
130.26	131.34	129	130.23	37220000
130.23	131.18	128.57	129.84	35380000
129.84	131.95	129.32	131.12	42260000
131.12	132.41	129.82	130.34	36690000
130.34	131.78	128.97	130.24	38170000
130.24	131.65	128.61	129.55	41160000
129.48	129.48	125.82	126.91	44070000
126.91	128.92	125.89	128.46	45950000
128.46	129.71	127.29	128.59	45520000
128.59	130.49	127.99	129.63	45320000
129.63	131.81	129.03	130.6	45820000
130.6	131.39	128.61	129.27	38330000
129.27	130.19	128.05	129.24	40820000
129.24	129.92	127.6	128.24	37770000
128.24	128.95	126.78	127.48	34700000
127.48	128.34	126.04	126.98	33360000
126.98	128.75	126.43	127.81	37940000
127.81	129.25	127.09	128.48	40410000
128.48	129.07	125.98	126.61	41630000
126.61	127.65	124.66	126.58	41900000
126.58	128.28	125.69	127.35	39590000
127.35	128.76	126.49	127.39	43960000
127.39	129.21	125.77	128.52	45710000
128.52	130.93	128.02	130.1	60300000
130.1	132.02	129.35	131.27	53210000
131.27	132.96	130.15	132.01	47710000
132.01	132.72	129.66	130.56	48730000
130.56	132.07	129.57	130.86	47260000
130.86	131.82	129.25	129.93	45380000
129.93	131.18	128.56	129.85	43940000
129.85	131.94	129.39	131.12	46180000
131.12	132.64	129.72	130.46	56610000
130.46	131.2	128.72	129.95	47390000
129.95	133.56	129.76	133.19	54640000
133.19	135.53	132.39	133.11	68290000
133.11	135.35	132.1	134.68	49940000
134.68	136.09	132.8	133.92	65920000
133.92	135.66	132.8	134.22	55740000
134.22	135.37	132.37	133.46	62440000
133.46	135.29	132.5	134.08	61980000
134.08	136.5	133.41	135.69	57880000
135.69	137.4	134.1	134.67	66400000
134.67	137.32	133.92	137.11	56320000
137.11	138.38	135.29	136.27	60370000
136.27	136.89	133.91	134.65	46930000
134.65	135.87	133.51	134.28	33500000
134.68	137.15	134.68	136	50980000
136	137.56	135.04	136.57	54880000
136.57	137.72	135.16	136.32	52570000
136.32	137.04	134.67	135.49	48680000
135.49	135.61	132.91	133.93	43190000
133.93	135.27	132.96	133.91	44540000
133.91	135.34	133.26	134.31	48000000
134.31	135.8	132.59	134.67	59520000
134.67	136.23	133.18	134.51	58130000
134.51	134.91	132.24	133.15	49860000
133.15	134.03	131.58	132.68	48350000
132.68	134.79	132.2	134.17	56040000
134.17	135.82	133.43	134.7	52950000
134.7	136.25	133.19	135.45	51020000
135.45	136.38	133.49	134.23	60280000
134.23	135.54	132.72	134.14	60660000
134.14	135.9	132.9	133.94	64200000
133.94	136	132.88	135.14	60000000
135.14	136.56	134.13	135.48	51080000
135.48	136.09	133.1	134.33	58210000
134.33	134.69	131.82	133.05	53340000
133.05	134.44	131.85	132.81	47970000
132.81	134.17	131.43	132.72	48360000
131.78	131.78	129.61	130.67	40430000
130.67	131.33	128.93	130.32	49000000
130.32	132.38	130.09	130.78	47100000
130.78	132.41	130.21	131.67	42590000
131.67	132.69	130.84	131.66	41860000
131.66	132.23	129.11	129.71	37640000
129.71	131.17	128.78	130.72	40440000
130.72	131.96	129.53	130.55	42600000
130.55	132.15	129.91	131.28	42750000
131.28	133.21	130.75	132.17	45460000
132.17	133.65	131.49	132.54	42510000
132.54	133.22	130.78	132.09	42220000
132.09	133.03	130.59	132	42370000
132	133.03	130.7	131.75	46820000
131.75	132.65	130.42	131.33	40710000
131.33	133.3	130.64	132.77	42760000
132.77	134.65	131.85	133.77	58730000
133.77	134.92	132	133.45	59500000
133.45	134.36	131.52	132.59	51580000
132.59	134.62	131.49	132.41	62170000
132.41	132.96	129.84	130.62	53930000
130.62	131.37	128.77	130.71	54700000
130.71	132.21	129.72	130.96	48940000
130.96	132.98	130.17	132.22	47180000
132.22	133.68	131.29	132.24	41580000
132.24	133.3	130.94	131.97	44600000
131.97	133.49	131.04	132.32	53200000
132.32	134.31	131.58	133.75	59530000
133.75	135.09	132.4	133.49	60790000
133.49	135.67	132.78	133.61	63350000
133.61	134	131.29	132.15	57780000
132.15	133.98	130.81	133.32	55470000
133.32	133.98	130.94	131.64	48400000
131.64	133.27	130.49	132.27	46430000
132.27	133.54	131.1	131.95	41790000
131.95	133.98	131.16	133.35	51840000
133.35	133.9	131.65	132.66	46650000
132.66	134.3	131.78	132.81	43920000
132.81	133.75	131.71	132.56	39240000
132.56	133.5	131.2	131.89	37930000
131.89	132.67	130.31	131.21	41550000
131.21	131.69	129.04	129.77	49080000
129.77	130.48	127.84	128.64	45100000
128.64	128.99	126.44	127.37	44590000
127.37	129.6	126.39	128.24	53560000
128.24	129.57	126.95	128.32	46000000
128.32	130.08	127.57	129.3	45510000
129.3	130.43	128.38	129.37	39950000
129.37	130.82	128.79	129.64	38100000
129.64	130.78	128.14	129.65	45230000
129.65	131.59	128.89	130.23	48950000
130.23	131.41	129.3	130.34	39010000
130.34	131.6	129.49	130.76	42780000
130.6	130.6	127.98	128.72	40240000
128.72	129.6	127.08	128.34	47280000
128.34	129.72	126.7	127.13	47500000
127.13	128.26	125.96	127.4	41790000
127.4	129.31	127.11	128.46	38880000
128.46	130.61	128.43	129.9	39610000
129.9	130.44	128.28	129.14	38160000
129.14	130.09	128.37	129.16	37610000
129.16	130.68	128.56	130.01	41560000
130.01	131.78	129.6	130.92	43480000
130.92	131.74	129.42	130.48	39650000
